"drug"	"disease"	"probs"	"Drug name"	"OMIM disease name"
"DB00482"	"189600"	"0.574870753"	"Celecoxib"	"Torticollis"
"DB00537"	"115645"	"0.574548151"	"Ciprofloxacin"	"Cataract, Aberrant Oral Frenula, And Growth Retardation"
"DB00958"	"179600"	"0.574382545"	"Carboplatin"	"Raynaud Disease"
"DB00215"	"144110"	"0.573612966"	"Citalopram"	"Hyperhidrosis Palmaris Et Plantaris"
"DB00475"	"602068"	"0.57346134"	"Chlordiazepoxide"	"Leishmaniasis, Tegumentary, Susceptibility To"
"DB04272"	"275000"	"0.573248309"	"Citric Acid"	"Graves Disease"
"DB00482"	"131200"	"0.572880125"	"Celecoxib"	"Endometriosis, Susceptibility To, 1"
"DB00356"	"600082"	"0.571692132"	"Chlorzoxazone"	"Prostatic Hyperplasia, Benign; Bph"
"DB00537"	"102100"	"0.57165574"	"Ciprofloxacin"	"Acromegaloid Changes, Cutis Verticis Gyrata, And Corneal Leukoma"
"DB00310"	"125850"	"0.570610388"	"Chlorthalidone"	"Maturity-Onset Diabetes Of The Young, Type 1; Mody1"
"DB00215"	"212350"	"0.569699073"	"Citalopram"	"Cataract And Cardiomyopathy"
"DB00958"	"182280"	"0.569642619"	"Carboplatin"	"Small Cell Cancer Of The Lung"
"DB00215"	"181000"	"0.569197731"	"Citalopram"	"Sarcoidosis, Susceptibility To, 1; Ss1"
"DB01136"	"157700"	"0.568959471"	"Carvedilol"	"Mitral Valve Prolapse, Familial; Mvp"
"DB00482"	"303110"	"0.567850981"	"Celecoxib"	"Choroideremia With Deafness And Obesity"
"DB00310"	"256370"	"0.567818866"	"Chlorthalidone"	"Nephrotic Syndrome, Early-Onset, With Diffuse Mesangial Sclerosis"
"DB00475"	"179600"	"0.567589369"	"Chlordiazepoxide"	"Raynaud Disease"
"DB00215"	"607499"	"0.56639447"	"Citalopram"	"Bulimia Nervosa, Susceptibility To, 1; Buln1"
"DB00564"	"266600"	"0.56621192"	"Carbamazepine"	"Inflammatory Bowel Disease 1; Ibd1"
"DB00608"	"103780"	"0.565964025"	"Chloroquine"	"Alcohol Dependence"
"DB00262"	"215140"	"0.565154933"	"Carmustine"	"Hydrops-Ectopic Calcification-Moth-Eaten Skeletal Dysplasia"
"DB00477"	"190310"	"0.564660589"	"Chlorpromazine"	"Tremor, Nystagmus, And Duodenal Ulcer"
"DB00215"	"308205"	"0.564537305"	"Citalopram"	"Ichthyosis Follicularis, Atrichia, And Photophobia Syndrome"
"DB04272"	"181000"	"0.56430471"	"Citric Acid"	"Sarcoidosis, Susceptibility To, 1; Ss1"
"DB00958"	"273300"	"0.564180079"	"Carboplatin"	"Testicular Tumors"
"DB00564"	"607459"	"0.564120809"	"Carbamazepine"	"Sensory Ataxic Neuropathy, Dysarthria, And Ophthalmoparesis; Sando"
"DB00482"	"231090"	"0.564109751"	"Celecoxib"	"Hydatidiform Mole"
"DB00608"	"600263"	"0.563461843"	"Chloroquine"	"Helicobacter Pylori Infection, Susceptibility To"
"DB00608"	"215140"	"0.562889518"	"Chloroquine"	"Hydrops-Ectopic Calcification-Moth-Eaten Skeletal Dysplasia"
"DB04272"	"277440"	"0.562133092"	"Citric Acid"	"Vitamin D-Dependent Rickets, Type 2A; Vddr2A"
"DB00564"	"604416"	"0.562110235"	"Carbamazepine"	"Pyogenic Sterile Arthritis, Pyoderma Gangrenosum, And Acne"
"DB00477"	"264120"	"0.562072561"	"Chlorpromazine"	"Prolactin Deficiency With Obesity And Enlarged Testes"
"DB00215"	"102500"	"0.561713005"	"Citalopram"	"Acroosteolysis With Osteoporosis And Changes In Skull And Mandible"
"DB01188"	"110100"	"0.561419579"	"Ciclopirox"	"Blepharophimosis, Ptosis, And Epicanthus Inversus; Bpes"
"DB00958"	"254400"	"0.561208267"	"Carboplatin"	"Mycosis Fungoides"
"DB00477"	"125320"	"0.560888463"	"Chlorpromazine"	"Dementia/Parkinsonism With Non-Alzheimer Amyloid Plaques"
"DB00262"	"601665"	"0.560593074"	"Carmustine"	"Obesity"
"DB00537"	"109350"	"0.560225345"	"Ciprofloxacin"	"Gastroesophageal Reflux"
"DB00537"	"601042"	"0.559689522"	"Ciprofloxacin"	"Choreoathetosis/Spasticity, Episodic; Cse"
"DB00564"	"604827"	"0.559470809"	"Carbamazepine"	"Epilepsy, Idiopathic Generalized, Susceptibility To, 7; Eig7"
"DB04272"	"304790"	"0.559129235"	"Citric Acid"	"Immunodysregulation, Polyendocrinopathy, And Enteropathy, X-Linked;"
"DB00356"	"256370"	"0.559056786"	"Chlorzoxazone"	"Nephrotic Syndrome, Early-Onset, With Diffuse Mesangial Sclerosis"
"DB00880"	"147480"	"0.558672784"	"Chlorothiazide"	"Cholestasis, Intrahepatic, Of Pregnancy; Icp"
"DB00310"	"208300"	"0.558454365"	"Chlorthalidone"	"Ascites, Chylous"
"DB04272"	"602522"	"0.55818444"	"Citric Acid"	"Bartter Syndrome, Type 4A"
"DB00482"	"115000"	"0.558080813"	"Celecoxib"	"Cardiac Arrhythmia"
"DB01188"	"276300"	"0.557631629"	"Ciclopirox"	"Mismatch Repair Cancer Syndrome"
"DB00482"	"192000"	"0.557404824"	"Celecoxib"	"Uterine Anomalies"
"DB04272"	"146500"	"0.557100787"	"Citric Acid"	"Multiple System Atrophy; Msa"
"DB00537"	"145100"	"0.556884433"	"Ciprofloxacin"	"Hyperpigmentation Of Eyelids"
"DB00515"	"267730"	"0.55624434"	"Cisplatin"	"Reticulum Cell Sarcoma"
"DB00482"	"217200"	"0.556123636"	"Celecoxib"	"Convulsive Disorder, Familial, With Prenatal Or Early Onset"
"DB00501"	"601665"	"0.556115533"	"Cimetidine"	"Obesity"
"DB00477"	"136200"	"0.555847493"	"Chlorpromazine"	"Flushing Of Ears And Somnolence"
"DB00482"	"226150"	"0.55569623"	"Celecoxib"	"Enterocolitis"
"DB00262"	"602068"	"0.55544358"	"Carmustine"	"Leishmaniasis, Tegumentary, Susceptibility To"
"DB04272"	"109100"	"0.555256491"	"Citric Acid"	"Autoimmune Disease"
"DB00958"	"256700"	"0.555110826"	"Carboplatin"	"Neuroblastoma, Susceptibility To"
"DB00880"	"181000"	"0.554540414"	"Chlorothiazide"	"Sarcoidosis, Susceptibility To, 1; Ss1"
"DB01188"	"161900"	"0.554055888"	"Ciclopirox"	"Renal Failure, Progressive, With Hypertension"
"DB00608"	"191390"	"0.553929886"	"Chloroquine"	"Inflammatory Bowel Disease 11; Ibd11"
"DB00482"	"304790"	"0.553746273"	"Celecoxib"	"Immunodysregulation, Polyendocrinopathy, And Enteropathy, X-Linked;"
"DB00880"	"131300"	"0.553406241"	"Chlorothiazide"	"Camurati-Engelmann Disease"
"DB00482"	"137580"	"0.552459097"	"Celecoxib"	"Gilles De La Tourette Syndrome; Gts"
"DB00880"	"102100"	"0.552199244"	"Chlorothiazide"	"Acromegaloid Changes, Cutis Verticis Gyrata, And Corneal Leukoma"
"DB00482"	"256700"	"0.551898545"	"Celecoxib"	"Neuroblastoma, Susceptibility To"
"DB00215"	"256700"	"0.551469026"	"Citalopram"	"Neuroblastoma, Susceptibility To"
"DB00215"	"208230"	"0.550605133"	"Citalopram"	"Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac"
"DB00880"	"115645"	"0.550433631"	"Chlorothiazide"	"Cataract, Aberrant Oral Frenula, And Growth Retardation"
"DB00310"	"600496"	"0.550349849"	"Chlorthalidone"	"Maturity-Onset Diabetes Of The Young, Type 3; Mody3"
"DB00515"	"189800"	"0.550215645"	"Cisplatin"	"Preeclampsia/Eclampsia 1; Pee1"
"DB00475"	"158280"	"0.550069469"	"Chlordiazepoxide"	"Motion Sickness"
"DB04272"	"608622"	"0.55005515"	"Citric Acid"	"Hypertension, Diastolic, Resistance To"
"DB01188"	"600807"	"0.549840552"	"Ciclopirox"	"Asthma, Susceptibility To"
"DB00310"	"600807"	"0.549803669"	"Chlorthalidone"	"Asthma, Susceptibility To"
"DB01136"	"103780"	"0.549394501"	"Carvedilol"	"Alcohol Dependence"
"DB00356"	"226150"	"0.548531197"	"Chlorzoxazone"	"Enterocolitis"
"DB00477"	"144110"	"0.547936842"	"Chlorpromazine"	"Hyperhidrosis Palmaris Et Plantaris"
"DB00564"	"147540"	"0.547829104"	"Carbamazepine"	"Insect Stings, Hypersensitivity To"
"DB00477"	"190300"	"0.547463148"	"Chlorpromazine"	"Tremor, Hereditary Essential, 1; Etm1"
"DB00958"	"246400"	"0.547373429"	"Carboplatin"	"Letterer-Siwe Disease"
"DB01188"	"173200"	"0.547356148"	"Ciclopirox"	"Pityriasis Rubra Pilaris"
"DB00537"	"260480"	"0.547023445"	"Ciprofloxacin"	"Pancreatitis, Sclerosing Cholangitis, And Sicca Complex"
"DB00482"	"144700"	"0.546905278"	"Celecoxib"	"Renal Cell Carcinoma, Nonpapillary; Rcc"
"DB00215"	"158280"	"0.546865266"	"Citalopram"	"Motion Sickness"
"DB00356"	"115000"	"0.546062311"	"Chlorzoxazone"	"Cardiac Arrhythmia"
"DB00537"	"114580"	"0.546001231"	"Ciprofloxacin"	"Candidiasis, Familial, 1; Candf1"
"DB00515"	"208550"	"0.545685296"	"Cisplatin"	"Asthma, Nasal Polyps, And Aspirin Intolerance"
"DB00958"	"151400"	"0.545476855"	"Carboplatin"	"Leukemia, Chronic Lymphocytic; Cll"
"DB00880"	"217150"	"0.545462807"	"Chlorothiazide"	"Contractures, Congenital, Torticollis, And Malignant Hyperthermia"
"DB00477"	"128101"	"0.543926678"	"Chlorpromazine"	"Dystonia 4, Torsion, Autosomal Dominant; Dyt4"
"DB01188"	"217150"	"0.541991951"	"Ciclopirox"	"Contractures, Congenital, Torticollis, And Malignant Hyperthermia"
"DB04272"	"143880"	"0.540634611"	"Citric Acid"	"Hypercalcemia, Idiopathic, Of Infancy"
"DB00608"	"231200"	"0.54000191"	"Chloroquine"	"Bernard-Soulier Syndrome; Bss"
"DB04272"	"254200"	"0.539769105"	"Citric Acid"	"Myasthenia Gravis; Mg"
"DB00501"	"256370"	"0.539262476"	"Cimetidine"	"Nephrotic Syndrome, Early-Onset, With Diffuse Mesangial Sclerosis"
"DB00477"	"203700"	"0.539108383"	"Chlorpromazine"	"Alpers Diffuse Degeneration Of Cerebral Gray Matter With Hepatic Cirrhosis"
"DB00515"	"601367"	"0.538109416"	"Cisplatin"	"Stroke, Ischemic"
"DB00958"	"145500"	"0.537236743"	"Carboplatin"	"Hypertension, Essential"
"DB00215"	"136200"	"0.537029565"	"Citalopram"	"Flushing Of Ears And Somnolence"
"DB01188"	"190300"	"0.536717812"	"Ciclopirox"	"Tremor, Hereditary Essential, 1; Etm1"
"DB00215"	"607225"	"0.536661148"	"Citalopram"	"Spastic Paralysis, Infantile-Onset Ascending; Iahsp"
"DB00608"	"246400"	"0.535818762"	"Chloroquine"	"Letterer-Siwe Disease"
"DB00475"	"208550"	"0.535405566"	"Chlordiazepoxide"	"Asthma, Nasal Polyps, And Aspirin Intolerance"
"DB01188"	"102500"	"0.533476576"	"Ciclopirox"	"Acroosteolysis With Osteoporosis And Changes In Skull And Mandible"
"DB00564"	"608622"	"0.532138495"	"Carbamazepine"	"Hypertension, Diastolic, Resistance To"
"DB00537"	"106400"	"0.53198739"	"Ciprofloxacin"	"Ankylosing Vertebral Hyperostosis With Tylosis"
"DB00215"	"188050"	"0.531962845"	"Citalopram"	"Thrombosis, Susceptibility To"
"DB00537"	"600263"	"0.531199081"	"Ciprofloxacin"	"Helicobacter Pylori Infection, Susceptibility To"
"DB00880"	"125853"	"0.531065786"	"Chlorothiazide"	"Diabetes Mellitus, Noninsulin-Dependent; Niddm"
"DB00262"	"182280"	"0.530434284"	"Carmustine"	"Small Cell Cancer Of The Lung"
"DB00215"	"300232"	"0.530348397"	"Citalopram"	"Spondyloepimetaphyseal Dysplasia, X-Linked, With Mental Deterioration"
"DB00477"	"103100"	"0.5303177"	"Chlorpromazine"	"Adie Pupil"
"DB00475"	"157300"	"0.529914712"	"Chlordiazepoxide"	"Migraine With Or Without Aura, Susceptibility To, 1"
"DB00215"	"608622"	"0.529736413"	"Citalopram"	"Hypertension, Diastolic, Resistance To"
"DB00608"	"273800"	"0.529404869"	"Chloroquine"	"Thrombasthenia Of Glanzmann And Naegeli"
"DB00537"	"268320"	"0.528831575"	"Ciprofloxacin"	"Rodrigues Blindness"
"DB00564"	"208750"	"0.528620183"	"Carbamazepine"	"Ataxia, Deafness, And Cardiomyopathy"
"DB01136"	"146255"	"0.528131518"	"Carvedilol"	"Hypoparathyroidism, Sensorineural Deafness, And Renal Disease"
"DB00564"	"140600"	"0.528030132"	"Carbamazepine"	"Osteoarthritis Susceptibility 2; Os2"
"DB00958"	"605839"	"0.527975418"	"Carboplatin"	"Leiomyomatosis And Renal Cell Cancer, Hereditary"
"DB00477"	"225755"	"0.527918453"	"Chlorpromazine"	"Encephalopathy With Intracranial Calcification, Growth Hormone Deficiency,"
"DB00215"	"233810"	"0.527112152"	"Citalopram"	"Growth Retardation, Small And Puffy Hands And Feet, And Eczema"
"DB00958"	"208550"	"0.527111"	"Carboplatin"	"Asthma, Nasal Polyps, And Aspirin Intolerance"
"DB00475"	"164230"	"0.52691809"	"Chlordiazepoxide"	"Obsessive-Compulsive Disorder; Ocd"
"DB00537"	"208230"	"0.526675029"	"Ciprofloxacin"	"Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac"
"DB00262"	"137215"	"0.526096654"	"Carmustine"	"Gastric Cancer"
"DB00537"	"275000"	"0.525974326"	"Ciprofloxacin"	"Graves Disease"
"DB00564"	"607501"	"0.525852795"	"Carbamazepine"	"Migraine Without Aura, Susceptibility To, 4"
"DB00672"	"161900"	"0.525163883"	"Chlorpropamide"	"Renal Failure, Progressive, With Hypertension"
"DB00477"	"156190"	"0.525092505"	"Chlorpromazine"	"Mental And Growth Retardation With Amblyopia"
"DB00537"	"181500"	"0.524421224"	"Ciprofloxacin"	"Schizophrenia; Sczd"
"DB00262"	"131440"	"0.523932515"	"Carmustine"	"Myeloproliferative Disorder, Chronic, With Eosinophilia"
"DB00958"	"191390"	"0.523673298"	"Carboplatin"	"Inflammatory Bowel Disease 11; Ibd11"
"DB00958"	"133690"	"0.522930753"	"Carboplatin"	"Exostoses With Anetodermia And Brachydactyly, Type E"
"DB00564"	"166760"	"0.522900993"	"Carbamazepine"	"Otitis Media, Susceptibility To"
"DB04272"	"604416"	"0.522740021"	"Citric Acid"	"Pyogenic Sterile Arthritis, Pyoderma Gangrenosum, And Acne"
"DB01188"	"260480"	"0.522723279"	"Ciclopirox"	"Pancreatitis, Sclerosing Cholangitis, And Sicca Complex"
"DB00501"	"212050"	"0.522274196"	"Cimetidine"	"Candidiasis, Familial, 2; Candf2"
"DB04272"	"146110"	"0.52203526"	"Citric Acid"	"Hypogonadotropic Hypogonadism"
"DB00564"	"263800"	"0.52200828"	"Carbamazepine"	"Gitelman Syndrome"
"DB00482"	"608622"	"0.521882668"	"Celecoxib"	"Hypertension, Diastolic, Resistance To"
"DB00608"	"126200"	"0.521753141"	"Chloroquine"	"Multiple Sclerosis, Susceptibility To; Ms"
"DB00564"	"102100"	"0.521268088"	"Carbamazepine"	"Acromegaloid Changes, Cutis Verticis Gyrata, And Corneal Leukoma"
"DB00501"	"181460"	"0.520907294"	"Cimetidine"	"Schistosoma Mansoni Infection, Susceptibility/Resistance To"
"DB00215"	"160300"	"0.520444473"	"Citalopram"	"Myopathy, Distal, With Onset In Infancy"
"DB00564"	"308600"	"0.520263597"	"Carbamazepine"	"Jaundice, Familial Obstructive, Of Infancy"
"DB00564"	"276300"	"0.519763137"	"Carbamazepine"	"Mismatch Repair Cancer Syndrome"
"DB00482"	"605839"	"0.51975211"	"Celecoxib"	"Leiomyomatosis And Renal Cell Cancer, Hereditary"
"DB01188"	"175100"	"0.519542291"	"Ciclopirox"	"Adenomatous Polyposis Of The Colon; Apc"
"DB04272"	"208085"	"0.518707152"	"Citric Acid"	"Arthrogryposis, Renal Dysfunction, And Cholestasis 1; Arcs1"
"DB00482"	"168100"	"0.518486905"	"Celecoxib"	"Paralysis Agitans, Juvenile, Of Hunt"
"DB00537"	"607850"	"0.517967172"	"Ciprofloxacin"	"Osteoarthritis Susceptibility 3; Os3"
"DB00564"	"175100"	"0.517835432"	"Carbamazepine"	"Adenomatous Polyposis Of The Colon; Apc"
"DB00215"	"210050"	"0.517696053"	"Citalopram"	"Berry Aneurysm, Cirrhosis, Pulmonary Emphysema, And Cerebral Calcification"
"DB00215"	"165720"	"0.517683111"	"Citalopram"	"Osteoarthritis Susceptibility 1; Os1"
"DB04272"	"175100"	"0.517344807"	"Citric Acid"	"Adenomatous Polyposis Of The Colon; Apc"
"DB00880"	"208230"	"0.517281661"	"Chlorothiazide"	"Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac"
"DB00262"	"208550"	"0.517207101"	"Carmustine"	"Asthma, Nasal Polyps, And Aspirin Intolerance"
"DB00501"	"192000"	"0.516677276"	"Cimetidine"	"Uterine Anomalies"
"DB00310"	"210050"	"0.51661173"	"Chlorthalidone"	"Berry Aneurysm, Cirrhosis, Pulmonary Emphysema, And Cerebral Calcification"
"DB00564"	"310468"	"0.516603611"	"Carbamazepine"	"Nephrolithiasis, X-Linked Recessive, With Renal Failure; Xrn"
"DB00564"	"144010"	"0.516493464"	"Carbamazepine"	"Hypercholesterolemia, Autosomal Dominant, Type B"
"DB00515"	"138800"	"0.515904477"	"Cisplatin"	"Goiter, Multinodular 1; Mng1"
"DB00482"	"190400"	"0.515423803"	"Celecoxib"	"Trigeminal Neuralgia"
"DB00262"	"144110"	"0.515383839"	"Carmustine"	"Hyperhidrosis Palmaris Et Plantaris"
"DB00501"	"173200"	"0.51441924"	"Cimetidine"	"Pityriasis Rubra Pilaris"
"DB00501"	"601042"	"0.514380662"	"Cimetidine"	"Choreoathetosis/Spasticity, Episodic; Cse"
"DB00515"	"175510"	"0.514344075"	"Cisplatin"	"Polyps, Multiple And Recurrent Inflammatory Fibroid, Gastrointestinal"
"DB00521"	"601042"	"0.513688834"	"Carteolol"	"Choreoathetosis/Spasticity, Episodic; Cse"
"DB00564"	"146500"	"0.513465744"	"Carbamazepine"	"Multiple System Atrophy; Msa"
"DB00564"	"109800"	"0.51329943"	"Carbamazepine"	"Bladder Cancer"
"DB00215"	"119500"	"0.512481988"	"Citalopram"	"Popliteal Pterygium Syndrome; Pps"
"DB00564"	"166300"	"0.512350033"	"Carbamazepine"	"Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy"
"DB04272"	"145590"	"0.511633036"	"Citric Acid"	"Hyperthermia, Cutaneous, With Headaches And Nausea"
"DB00515"	"178600"	"0.511152034"	"Cisplatin"	"Pulmonary Hypertension, Primary, 1; Pph1"
"DB00521"	"147530"	"0.509872995"	"Carteolol"	"Insensitivity To Pain With Hyperplastic Myelinopathy"
"DB00958"	"114550"	"0.508380545"	"Carboplatin"	"Hepatocellular Carcinoma"
"DB00521"	"225740"	"0.50679586"	"Carteolol"	"Encephalopathy, Axonal, With Necrotizing Myopathy, Cardiomyopathy,"
"DB00958"	"138800"	"0.506158279"	"Carboplatin"	"Goiter, Multinodular 1; Mng1"
"DB01101"	"270960"	"0.5"	"Capecitabine"	"Azoospermia Due To Perturbations Of Meiosis"
"DB00564"	"125310"	"0.5"	"Carbamazepine"	"Cerebral Arteriopathy, Autosomal Dominant, With Subcortical Infarcts"
"DB00564"	"133600"	"0.5"	"Carbamazepine"	"Exostoses Of Heel"
"DB00564"	"175505"	"0.5"	"Carbamazepine"	"Polyposis Of Gastric Fundus Without Polyposis Coli"
"DB00564"	"160750"	"0.5"	"Carbamazepine"	"Myositis"
"DB00564"	"600631"	"0.5"	"Carbamazepine"	"Enuresis, Nocturnal, 1; Enur1"
"DB00564"	"600808"	"0.5"	"Carbamazepine"	"Enuresis, Nocturnal, 2; Enur2"
"DB00564"	"608217"	"0.5"	"Carbamazepine"	"Epilepsy, Benign Neonatal, 3; Ebn3"
"DB00958"	"270960"	"0.5"	"Carboplatin"	"Azoospermia Due To Perturbations Of Meiosis"
"DB00262"	"608622"	"0.5"	"Carmustine"	"Hypertension, Diastolic, Resistance To"
"DB00521"	"136200"	"0.5"	"Carteolol"	"Flushing Of Ears And Somnolence"
"DB00521"	"107550"	"0.5"	"Carteolol"	"Aortic Arch Interruption, Facial Palsy, And Retinal Coloboma"
"DB00482"	"167320"	"0.5"	"Celecoxib"	"Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal"
"DB00482"	"109543"	"0.5"	"Celecoxib"	"Leukemia, Chronic Lymphocytic, Susceptibility To, 2"
"DB00482"	"254800"	"0.5"	"Celecoxib"	"Myoclonic Epilepsy Of Unverricht And Lundborg"
"DB00482"	"184700"	"0.5"	"Celecoxib"	"Polycystic Ovary Syndrome 1; Pcos1"
"DB00608"	"190310"	"0.5"	"Chloroquine"	"Tremor, Nystagmus, And Duodenal Ulcer"
"DB00608"	"157950"	"0.5"	"Chloroquine"	"Permanent Molars, Secondary Retention Of"
"DB00880"	"125600"	"0.5"	"Chlorothiazide"	"Dermatosis Papulosa Nigra"
"DB00310"	"167870"	"0.5"	"Chlorthalidone"	"Panic Disorder 1; Pand1"
"DB00356"	"192000"	"0.5"	"Chlorzoxazone"	"Uterine Anomalies"
"DB00501"	"137215"	"0.5"	"Cimetidine"	"Gastric Cancer"
"DB00537"	"167870"	"0.5"	"Ciprofloxacin"	"Panic Disorder 1; Pand1"
"DB00537"	"109100"	"0.5"	"Ciprofloxacin"	"Autoimmune Disease"
"DB00537"	"131300"	"0.5"	"Ciprofloxacin"	"Camurati-Engelmann Disease"
"DB00515"	"146110"	"0.5"	"Cisplatin"	"Hypogonadotropic Hypogonadism"
"DB00215"	"243200"	"0.5"	"Citalopram"	"Intracranial Hypertension, Idiopathic"
"DB00215"	"190310"	"0.5"	"Citalopram"	"Tremor, Nystagmus, And Duodenal Ulcer"
"DB00215"	"304790"	"0.5"	"Citalopram"	"Immunodysregulation, Polyendocrinopathy, And Enteropathy, X-Linked;"
"DB04272"	"171300"	"0.5"	"Citric Acid"	"Pheochromocytoma"
"DB04272"	"125852"	"0.5"	"Citric Acid"	"Diabetes Mellitus, Insulin-Dependent, 2"
"DB04272"	"165720"	"0.494927501"	"Citric Acid"	"Osteoarthritis Susceptibility 1; Os1"
"DB00262"	"140850"	"0.494264479"	"Carmustine"	"Hemangiomas, Cavernous, Of Face And Supraumbilical Midline Raphe"
"DB00215"	"606842"	"0.49408702"	"Citalopram"	"Cardioneuromyopathy With Hyaline Masses And Nemaline Rods"
"DB00515"	"211980"	"0.493893954"	"Cisplatin"	"Lung Cancer"
"DB01136"	"188050"	"0.492670634"	"Carvedilol"	"Thrombosis, Susceptibility To"
"DB00356"	"144110"	"0.492159374"	"Chlorzoxazone"	"Hyperhidrosis Palmaris Et Plantaris"
"DB00482"	"143100"	"0.492119838"	"Celecoxib"	"Huntington Disease; Hd"
"DB00608"	"104130"	"0.491635035"	"Chloroquine"	"Alopecia, Psychomotor Epilepsy, Pyorrhea, And Mental Subnormality"
"DB04272"	"225740"	"0.49122041"	"Citric Acid"	"Encephalopathy, Axonal, With Necrotizing Myopathy, Cardiomyopathy,"
"DB00564"	"604278"	"0.490497166"	"Carbamazepine"	"Renal Tubular Acidosis, Proximal, With Ocular Abnormalities And Mental"
"DB04272"	"194070"	"0.490270259"	"Citric Acid"	"Wilms Tumor 1; Wt1"
"DB00215"	"601608"	"0.490167352"	"Citalopram"	"Spastic Paraplegia And Evans Syndrome"
"DB00608"	"607499"	"0.489751357"	"Chloroquine"	"Bulimia Nervosa, Susceptibility To, 1; Buln1"
"DB00564"	"189800"	"0.489476755"	"Carbamazepine"	"Preeclampsia/Eclampsia 1; Pee1"
"DB00477"	"157300"	"0.489398463"	"Chlorpromazine"	"Migraine With Or Without Aura, Susceptibility To, 1"
"DB00215"	"208300"	"0.488815502"	"Citalopram"	"Ascites, Chylous"
"DB00482"	"606798"	"0.488200096"	"Celecoxib"	"Blepharospasm, Benign Essential"
"DB00215"	"114480"	"0.487986359"	"Citalopram"	"Breast Cancer"
"DB00564"	"210050"	"0.487393685"	"Carbamazepine"	"Berry Aneurysm, Cirrhosis, Pulmonary Emphysema, And Cerebral Calcification"
"DB00521"	"157950"	"0.486686375"	"Carteolol"	"Permanent Molars, Secondary Retention Of"
"DB00608"	"145100"	"0.485949682"	"Chloroquine"	"Hyperpigmentation Of Eyelids"
"DB00356"	"190310"	"0.485843548"	"Chlorzoxazone"	"Tremor, Nystagmus, And Duodenal Ulcer"
"DB00608"	"254500"	"0.48571164"	"Chloroquine"	"Myeloma, Multiple"
"DB00475"	"144650"	"0.485369043"	"Chlordiazepoxide"	"Hyperlipoproteinemia, Type V"
"DB00958"	"178600"	"0.485055234"	"Carboplatin"	"Pulmonary Hypertension, Primary, 1; Pph1"
"DB00482"	"131300"	"0.484797767"	"Celecoxib"	"Camurati-Engelmann Disease"
"DB00564"	"600807"	"0.484404181"	"Carbamazepine"	"Asthma, Susceptibility To"
"DB00310"	"157300"	"0.484293581"	"Chlorthalidone"	"Migraine With Or Without Aura, Susceptibility To, 1"
"DB00475"	"600808"	"0.483331919"	"Chlordiazepoxide"	"Enuresis, Nocturnal, 2; Enur2"
"DB00475"	"600631"	"0.483217672"	"Chlordiazepoxide"	"Enuresis, Nocturnal, 1; Enur1"
